experiment 1;surface bulk 2%;sample 1;1;;2;;3;;4;;5;;6;;7;;8;;9;;10;;;combined;;;;experiment 1;surface bulk 2%;sample 1;
;;grader;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;;nucelous ;myotubes;;;;;grader;nucelous 
;;-50;0.009395311;0.00901094;0.010165885;0.009081244;0.010402908;0.009593548;0.010547522;0.008876026;0.010477705;0.009895247;0.009852969;0.009448108;0.009975151;0.009951137;0.009899192;0.007982958;0.009698434;0.00926734;0.010311009;0.009873666;;0.010072609;0.009298021;;;;;-50;
;;-48;0.009591406;0.008713146;0.010479966;0.009042946;0.010433735;0.009525902;0.010496949;0.009328094;0.010609051;0.009924604;0.009756256;0.009058374;0.010081048;0.009970638;0.009837786;0.007916054;0.009874859;0.008944959;0.010616813;0.009941429;;0.010177787;0.009236615;;;;;-48;
;;-46;0.009646395;0.00918506;0.010393697;0.009162693;0.010584253;0.009490241;0.010505035;0.009701988;0.010553938;0.010583736;0.010087547;0.009460836;0.010279002;0.010111464;0.010294227;0.008059795;0.010148688;0.009139508;0.010252544;0.009828285;;0.010274533;0.009472361;;;;;-46;
;;-44;0.009850903;0.009139686;0.010318998;0.009430267;0.010344143;0.009927878;0.01063387;0.009959122;0.010584641;0.010968879;0.010130326;0.00962918;0.010389751;0.010074242;0.010042372;0.008138717;0.010613897;0.009191585;0.010387394;0.009937199;;0.01032963;0.009639676;;;;;-44;
;;-42;0.009913739;0.009365772;0.010310645;0.009749504;0.010786508;0.010810952;0.010817657;0.009593592;0.010402063;0.010860363;0.010030226;0.009700344;0.010963142;0.010145387;0.009720982;0.008082768;0.010648606;0.00942048;0.010557147;0.00969604;;0.010415072;0.00974252;;;;;-42;
;;-40;0.009830806;0.009383061;0.010705155;0.00994169;0.010936743;0.010050295;0.01081568;0.009429081;0.010349025;0.010382608;0.010461981;0.009308495;0.010885686;0.009864238;0.009778782;0.008218929;0.011002048;0.009381835;0.010345861;0.010092418;;0.010511177;0.009605265;;;;;-40;
;;-38;0.00976496;0.00961107;0.010714966;0.010144889;0.011279891;0.010477782;0.011228494;0.009255594;0.011030792;0.010824537;0.010770811;0.009299918;0.011194142;0.010274972;0.010429709;0.008498931;0.010619122;0.009423716;0.010454168;0.009840079;;0.010748706;0.009765149;;;;;-38;
;;-36;0.010396491;0.009768263;0.010868709;0.009864595;0.010917126;0.01063014;0.011160965;0.009381031;0.011085108;0.010248967;0.010623869;0.009506548;0.0114246;0.010582794;0.010570897;0.008460808;0.010575027;0.009941539;0.010575907;0.00972515;;0.01081987;0.009810984;;;;;-36;
;;-34;0.009983393;0.010166488;0.011091377;0.010270671;0.01125238;0.009953706;0.011253546;0.009643131;0.011102463;0.009663887;0.010895886;0.009803996;0.0111541;0.010240548;0.010489255;0.008207708;0.010600547;0.009575414;0.010814337;0.009890741;;0.010863728;0.009741629;;;;;-34;
;;-32;0.010745179;0.00998134;0.011043531;0.010606219;0.011457347;0.009706649;0.011268969;0.009670499;0.011274305;0.009486736;0.010940517;0.009693932;0.010734669;0.010001631;0.010981469;0.008333198;0.010982835;0.009806382;0.011104991;0.010284919;;0.011053381;0.009757151;;;;;-32;
;;-30;0.011162748;0.011058849;0.011084163;0.01115725;0.011322879;0.009783758;0.011192801;0.010393188;0.011251453;0.009171212;0.010962208;0.010181569;0.011163399;0.010644272;0.010975238;0.008792275;0.011635131;0.010172502;0.010953118;0.010444291;;0.011170314;0.010179917;;;;;-30;
;;-28;0.011937197;0.011116086;0.01105629;0.011137058;0.011011145;0.009575819;0.011187049;0.010306492;0.011712659;0.009153629;0.011344606;0.009985941;0.011082366;0.011745079;0.011348033;0.008643438;0.01179039;0.010108801;0.010972768;0.010284002;;0.01134425;0.010205635;;;;;-28;
;;-26;0.016735663;0.011400349;0.011757748;0.011486083;0.01098319;0.010017761;0.011804979;0.010438199;0.011270376;0.009684986;0.011722513;0.010088897;0.011724202;0.010950577;0.012130243;0.008887964;0.011593585;0.010165318;0.011383796;0.010838451;;0.01211063;0.010395859;;;;;-26;
;;-24;0.017457052;0.012074398;0.011544591;0.011360366;0.011621654;0.011226416;0.012050203;0.010020247;0.011529031;0.009820348;0.0118036;0.010316674;0.012692596;0.010684413;0.012264623;0.009081044;0.011861808;0.010352763;0.011317448;0.011195126;;0.012414261;0.01061318;;;;;-24;
;;-22;0.018594248;0.011971084;0.012203478;0.01189601;0.011573156;0.012205119;0.011816967;0.010666081;0.011765597;0.010555431;0.011597359;0.010305731;0.012760702;0.011532504;0.011984983;0.00938942;0.011993286;0.010510141;0.012024833;0.011567026;;0.012631461;0.011059855;;;;;-22;
;;-20;0.019767213;0.011909129;0.012645921;0.012247506;0.011831854;0.011697852;0.011793144;0.010561487;0.011815883;0.010719944;0.012157345;0.010522415;0.013220323;0.011742248;0.012433362;0.010375634;0.012231169;0.011303544;0.011881476;0.012103776;;0.012977769;0.011318354;;;;;-20;
;;-18;0.020975547;0.012494562;0.013076852;0.013580081;0.011902858;0.011841538;0.0119752;0.011792492;0.011709063;0.011617808;0.012362213;0.011025802;0.014026596;0.012753365;0.013214438;0.010945333;0.012309374;0.011868341;0.012037749;0.01261314;;0.013358989;0.012053246;;;;;-18;
;;-16;0.021865208;0.012668225;0.013230318;0.014411109;0.012183429;0.012588411;0.012234293;0.012799257;0.012750346;0.012854076;0.013036641;0.012141738;0.014409193;0.013513145;0.012803179;0.011692597;0.012270518;0.012217451;0.013023787;0.01430992;;0.013780691;0.012919593;;;;;-16;
;;-14;0.022409602;0.013948238;0.013553682;0.015608617;0.012395773;0.013950394;0.012038503;0.01344781;0.013309695;0.014061618;0.012891716;0.012469981;0.014749914;0.013744124;0.013702972;0.012799681;0.012980841;0.013037446;0.013377094;0.01436843;;0.014140979;0.013743634;;;;;-14;
;;-12;0.020889449;0.015796254;0.01392375;0.017208632;0.012694712;0.014347823;0.012679452;0.01482232;0.012353205;0.015213518;0.013477325;0.014370578;0.014768893;0.015362489;0.014951186;0.015516442;0.013547473;0.014428741;0.014175545;0.016990726;;0.014346099;0.015405752;;;;;-12;
;;-10;0.020091719;0.016460839;0.01384807;0.018408564;0.013012284;0.014820888;0.012768578;0.016568749;0.012934693;0.01761013;0.014355002;0.019389935;0.015076962;0.017993642;0.016615097;0.019462674;0.014289949;0.017556412;0.014918726;0.020732416;;0.014791108;0.017900425;;;;;-10;
;;-8;0.017031624;0.017118267;0.014216204;0.020345464;0.01355083;0.017599877;0.014114501;0.021653751;0.014118856;0.022451814;0.0162683;0.030713632;0.01573711;0.02151232;0.01735663;0.030885704;0.01550571;0.023118486;0.015959465;0.021697934;;0.015385923;0.022709725;;;;;-8;
;;-6;0.014954405;0.018741518;0.0143223;0.022875299;0.013375853;0.02019421;0.014033192;0.024595655;0.014334498;0.029113915;0.018280467;0.039427732;0.017327063;0.026560641;0.018798724;0.051172157;0.01521009;0.02631555;0.014237859;0.019460762;;0.015487445;0.027845744;;;;;-6;
;;-4;0.014277975;0.018264494;0.01377851;0.020263102;0.01374434;0.024658703;0.01352819;0.023696501;0.013656754;0.026638666;0.017467944;0.034902624;0.016235187;0.026539024;0.022107907;0.069178181;0.014889791;0.032106653;0.013443621;0.018179949;;0.015313022;0.02944279;;;;;-4;
;;-2;0.011751156;0.016518604;0.014030983;0.018382486;0.013649377;0.018414859;0.013350357;0.020415624;0.014125127;0.024968593;0.015280471;0.021918776;0.01481607;0.018380749;0.019501554;0.045526786;0.014796952;0.028238008;0.013340609;0.017533673;;0.014464266;0.023029816;;;;;-2;
;;0;0.01292433;0.017636757;0.01466066;0.019403751;0.014153739;0.021575625;0.013872695;0.021064259;0.014852978;0.022572539;0.015864858;0.02097965;0.015887851;0.016060559;0.016920609;0.028004459;0.015517006;0.027982592;0.015255772;0.01916151;;0.01499105;0.02144417;;;;;0;
;;2;0.011007834;0.013966447;0.013984633;0.016667612;0.013315702;0.014072703;0.012453843;0.016309434;0.01316765;0.017842933;0.014108146;0.01570402;0.01302408;0.013629956;0.015502667;0.017982109;0.014737368;0.023878743;0.013498346;0.015322161;;0.013480027;0.016537612;;;;;2;
;;4;0.011209801;0.01437927;0.013710538;0.015831578;0.013631959;0.015667568;0.01320335;0.015840802;0.013144189;0.014876104;0.014764211;0.013764953;0.013872373;0.013138064;0.014785111;0.014332229;0.014298905;0.020802733;0.013357951;0.014865374;;0.013597839;0.015349868;;;;;4;
;;6;0.010927529;0.014461082;0.012197718;0.013860384;0.013618473;0.012660581;0.01276101;0.014981587;0.01234035;0.013116692;0.013274654;0.012808354;0.012736723;0.013702362;0.014549823;0.012291751;0.014225137;0.015688475;0.01287687;0.014003103;;0.012950829;0.013757437;;;;;6;
;;8;0.011603327;0.015190269;0.01286686;0.012794622;0.013383161;0.013739171;0.012602073;0.015486994;0.012163596;0.012346166;0.013143333;0.011819946;0.012764299;0.013163486;0.013969375;0.01166933;0.013763583;0.014223096;0.012357156;0.013329751;;0.012861676;0.013376283;;;;;8;
;;10;0.011360656;0.014327218;0.013487135;0.012487617;0.013442629;0.013597829;0.012656957;0.013656738;0.012258919;0.011211393;0.012619865;0.010977337;0.012415295;0.013151874;0.013375854;0.011500741;0.01236639;0.012369034;0.01252786;0.013314049;;0.012651156;0.012659383;;;;;10;
;;12;0.011522581;0.013591911;0.012466993;0.012118655;0.012798527;0.012938365;0.011816989;0.013107756;0.011622911;0.010745814;0.012361281;0.010402232;0.012227877;0.013176055;0.012584159;0.010540815;0.01220068;0.011889673;0.011794903;0.01293309;;0.01213969;0.012144437;;;;;12;
;;14;0.011111945;0.012915756;0.011832475;0.01202506;0.011985556;0.012886073;0.011708896;0.012439245;0.011686479;0.010429431;0.011670591;0.00994137;0.012437279;0.012256434;0.01296899;0.010752659;0.011783273;0.011026817;0.011654488;0.013008581;;0.011883997;0.011768143;;;;;14;
;;16;0.010893862;0.012739232;0.01162319;0.011760095;0.012458033;0.013126584;0.011661763;0.011870961;0.011458776;0.010741149;0.011769107;0.009462309;0.011938018;0.01198404;0.012371356;0.010349405;0.011923325;0.010723175;0.011490014;0.012569714;;0.011758744;0.011532666;;;;;16;
;;18;0.010472177;0.011994611;0.011803099;0.011408153;0.012409352;0.013742124;0.01198936;0.01146533;0.011541054;0.010405636;0.011340293;0.009650742;0.011554609;0.011777601;0.011796426;0.009859669;0.011811721;0.01025581;0.011521361;0.011689896;;0.011623945;0.011224957;;;;;18;
;;20;0.010619764;0.011655625;0.011456138;0.011282387;0.011672216;0.012254505;0.011771218;0.010817347;0.011260476;0.010320743;0.011168347;0.00978666;0.01167523;0.011962433;0.011457025;0.010353444;0.011365815;0.009957468;0.011490672;0.01105882;;0.01139369;0.010944943;;;;;20;
;;22;0.010776536;0.011567149;0.011331661;0.011234521;0.011349316;0.011819317;0.011492594;0.010878126;0.011172698;0.010438522;0.010722822;0.009895771;0.011476935;0.012170463;0.010547904;0.009952761;0.011186483;0.009596089;0.011398025;0.010570728;;0.011145497;0.010812345;;;;;22;
;;24;0.010493101;0.011407086;0.01158786;0.010906628;0.011771591;0.011046039;0.010763758;0.01033879;0.010911962;0.010143191;0.011139382;0.009314874;0.011302796;0.0117865;0.010161907;0.009344815;0.01054527;0.009492758;0.010786844;0.01052555;;0.010946447;0.010430623;;;;;24;
;;26;0.010629832;0.011710441;0.011662755;0.010973563;0.011476994;0.011027034;0.01080659;0.010486487;0.011063479;0.010413814;0.01118383;0.009514762;0.010647891;0.01098689;0.010559036;0.009444519;0.010683915;0.009283358;0.010889638;0.010708369;;0.010960396;0.010454924;;;;;26;
;;28;0.010293015;0.011354334;0.011489159;0.011012328;0.010904957;0.010495635;0.010870417;0.010208533;0.011236239;0.009943162;0.010820592;0.0092379;0.01043122;0.010678554;0.010639267;0.009128425;0.01048779;0.009127883;0.010908506;0.010545057;;0.010808116;0.010173181;;;;;28;
;;30;0.010277314;0.011343429;0.011117882;0.010314491;0.011117356;0.010298866;0.010556352;0.010282427;0.010935759;0.009980949;0.010797018;0.009740075;0.010535771;0.011034404;0.009907061;0.009470219;0.010288615;0.009104554;0.011204396;0.010303302;;0.010673752;0.010187272;;;;;30;
;;32;0.010072656;0.011252946;0.011142284;0.010351781;0.010992569;0.009702571;0.010673036;0.010062713;0.010388562;0.009489754;0.01051543;0.009896319;0.010032679;0.011308841;0.010147657;0.009109542;0.010333814;0.009210007;0.011133749;0.009706797;;0.010543244;0.010009127;;;;;32;
;;34;0.009957591;0.010894644;0.011087001;0.010363595;0.010644527;0.009472322;0.010304019;0.010165166;0.010851658;0.009645501;0.010427655;0.009709555;0.010251932;0.010613803;0.010048847;0.009049507;0.010306409;0.009042506;0.010799631;0.009615708;;0.010467927;0.009857231;;;;;34;
;;36;0.010005481;0.010660418;0.011066264;0.010294498;0.010867959;0.009056608;0.010374312;0.010235295;0.010621452;0.00976414;0.010188741;0.00951916;0.010029679;0.010984047;0.009867333;0.008726117;0.010333769;0.009242598;0.010564546;0.010093715;;0.010391954;0.00985766;;;;;36;
;;38;0.009778662;0.011149904;0.010564184;0.010339006;0.011017009;0.009289278;0.010472835;0.010590695;0.010353987;0.010001161;0.01071698;0.009702222;0.010011153;0.01052883;0.010267941;0.008829441;0.01018928;0.009216528;0.010577777;0.009734963;;0.010394981;0.009938203;;;;;38;
;;40;0.009609661;0.011291039;0.010559091;0.009737525;0.01057425;0.00939491;0.010094617;0.010921562;0.010516164;0.010150973;0.010295946;0.009464184;0.010021649;0.010369083;0.010121034;0.008741999;0.010110783;0.00885004;0.010857164;0.009912464;;0.010276036;0.009883378;;;;;40;
;;42;0.009349312;0.010621978;0.010461563;0.009765201;0.010275771;0.009303043;0.010142902;0.010911071;0.010468408;0.009511566;0.009922923;0.009557455;0.009648141;0.01060134;0.009874706;0.008567452;0.010189559;0.008747142;0.010592246;0.009871534;;0.010092553;0.009745778;;;;;42;
;;44;0.009346645;0.010501836;0.010258431;0.009979548;0.010673374;0.011180533;0.010331173;0.01090796;0.010425192;0.009556638;0.010175005;0.009796986;0.009754078;0.010761277;0.009499219;0.008615187;0.010127167;0.008738323;0.010446512;0.009648705;;0.01010368;0.009968699;;;;;44;
;;46;0.009581958;0.010131618;0.010259159;0.00994771;0.010715919;0.01112282;0.010420893;0.010693569;0.010083487;0.009458299;0.010308755;0.00982536;0.009801511;0.010256006;0.009518535;0.008660003;0.010076081;0.008799705;0.010370835;0.009494223;;0.010113713;0.009838931;;;;;46;
;;48;0.009371971;0.009950748;0.010060731;0.009683059;0.010426491;0.010924701;0.010117007;0.010197364;0.010132441;0.010142869;0.010118637;0.009546724;0.009415142;0.009966882;0.009447648;0.008110156;0.010234119;0.008837195;0.010914313;0.009619317;;0.01002385;0.009697902;;;;;48;
;;50;0.009471228;0.009897011;0.010557983;0.009852176;0.0104738;0.010844382;0.010121113;0.010288682;0.010425138;0.010682015;0.010012799;0.009669616;0.009546489;0.010412085;0.009599404;0.008334163;0.010546828;0.009035163;0.010689396;0.009588973;;0.010144418;0.009860427;;;;;50;
;;52;0.009361354;0.009727682;0.010045722;0.00992961;0.010259135;0.010899317;0.009975811;0.010665099;0.010011011;0.010912203;0.010052587;0.009572379;0.009986161;0.01051434;0.009300155;0.008306763;0.010280891;0.008690909;0.010430659;0.009361792;;0.009970349;0.009858009;;;;;52;
;;54;0.009263512;0.009574916;0.009810274;0.009604275;0.010187399;0.009882169;0.010151935;0.010640384;0.010295845;0.010734893;0.010115154;0.009216549;0.009573672;0.010594175;0.00940762;0.007810073;0.009913521;0.008749512;0.010575212;0.009228679;;0.009929414;0.009603563;;;;;54;
;;56;0.00926834;0.009750637;0.009947464;0.009272493;0.009895617;0.0085121;0.010244094;0.010264081;0.010275278;0.010133994;0.009714557;0.0092583;0.009557945;0.010525418;0.009656312;0.00785771;0.009760246;0.008865802;0.009962188;0.009271337;;0.009828204;0.009371187;;;;;56;
;;58;0.00936639;0.009864689;0.009844261;0.00923112;0.009909613;0.008629292;0.010091959;0.010298439;0.010415013;0.009619978;0.009570772;0.009050415;0.00933378;0.010244836;0.009267462;0.007597348;0.009679643;0.008993533;0.009895766;0.009054027;;0.009737466;0.009258368;;;;;58;
;;60;0.009591486;0.009495292;0.010089268;0.009216114;0.010065161;0.009303765;0.010204947;0.009819596;0.010153869;0.009325831;0.00949129;0.009027391;0.009378469;0.009600426;0.009323727;0.007619034;0.009793322;0.008812634;0.010082627;0.009072136;;0.009817417;0.009129222;;;;;60;
;;62;0.009176412;0.009174651;0.010271773;0.009041019;0.010176965;0.009095428;0.009796271;0.009474028;0.009947899;0.009077104;0.009560786;0.009377547;0.009361945;0.009412355;0.00942558;0.007731297;0.009624877;0.008872953;0.010459036;0.009340363;;0.009780154;0.009059675;;;;;62;
;;64;0.00928315;0.009109006;0.009667991;0.009223479;0.009991412;0.009773227;0.009788293;0.009431781;0.01033235;0.009252128;0.009538717;0.009277142;0.009485948;0.009016152;0.009326834;0.007705872;0.010013551;0.008832489;0.010246947;0.009313398;;0.009767519;0.009093467;;;;;64;
;;66;0.008928397;0.009139908;0.00962613;0.009193448;0.00989709;0.009319579;0.00984809;0.009380456;0.010116051;0.009211275;0.009621621;0.009022987;0.009580908;0.008886765;0.009347637;0.007992009;0.010097122;0.008624552;0.010125579;0.009088745;;0.009718863;0.008985972;;;;;66;
;;68;0.009198046;0.00987932;0.010326753;0.009120639;0.009881218;0.009351354;0.010376567;0.009405898;0.010022484;0.009337749;0.009689503;0.008933838;0.009504733;0.009091595;0.009404542;0.007674921;0.009790957;0.008619824;0.009999847;0.009285237;;0.009819465;0.009070038;;;;;68;
;;70;0.009129458;0.009417515;0.009974667;0.00928735;0.010131503;0.008282325;0.010104875;0.009642074;0.010000057;0.009155139;0.009873568;0.008873282;0.009526612;0.008710334;0.009704374;0.007609681;0.009904375;0.008742925;0.01011679;0.00935566;;0.009846628;0.008907629;;;;;70;
;;72;0.009281362;0.009433628;0.00994625;0.009432283;0.009922424;0.008569846;0.010100674;0.009649138;0.010273874;0.009189577;0.009864306;0.008752891;0.009684199;0.008940941;0.009327843;0.007714058;0.00989435;0.008903521;0.009979077;0.009488581;;0.009827436;0.009007446;;;;;72;
;;74;0.009139499;0.009166548;0.009837412;0.009564847;0.009980152;0.008872223;0.009731404;0.009613237;0.010232289;0.009119629;0.009838868;0.008790988;0.009737868;0.009171644;0.009089993;0.007651606;0.009821663;0.008609061;0.00963207;0.009027638;;0.009704122;0.008958742;;;;;74;
;;76;0.008994025;0.009298914;0.009856494;0.00974538;0.010143675;0.009324251;0.009943921;0.009432819;0.010386095;0.009153699;0.009945448;0.009147409;0.009563285;0.008295957;0.009109167;0.007707706;0.009963711;0.008383817;0.009639159;0.009202212;;0.009754498;0.008969216;;;;;76;
;;78;0.009268754;0.009348038;0.010156742;0.009588815;0.010054112;0.009711581;0.010389441;0.00924627;0.01045967;0.009352393;0.009497637;0.009235338;0.009764784;0.008526003;0.009167045;0.007692183;0.009813124;0.008741756;0.009917146;0.009532999;;0.009848846;0.009097538;;;;;78;
;;80;0.009435819;0.00932632;0.010147722;0.009432072;0.010166959;0.010057042;0.010215593;0.009027138;0.0100286;0.009026086;0.010026649;0.009297023;0.009544512;0.008415716;0.00923033;0.007692083;0.009951515;0.008720167;0.010007371;0.009393501;;0.009875507;0.009038715;;;;;80;
;;82;0.009356279;0.009581744;0.009765604;0.008817317;0.009886005;0.009931118;0.010298827;0.008852075;0.009977679;0.008843301;0.009713844;0.009136091;0.009466995;0.008544905;0.009156442;0.007709429;0.009577016;0.008948879;0.009948126;0.009395816;;0.009714682;0.008976068;;;;;82;
;;84;0.009332858;0.009803597;0.009689323;0.009032615;0.010043622;0.008906461;0.010039452;0.009023701;0.010118707;0.008829534;0.009861849;0.008730056;0.009347273;0.008237956;0.009377111;0.00754576;0.009590248;0.008832932;0.010060322;0.009242867;;0.009746077;0.008818548;;;;;84;
;;86;0.008778609;0.009731869;0.009811228;0.009053289;0.009778441;0.009219354;0.010294281;0.008739845;0.00952341;0.008696451;0.009619665;0.008884279;0.009525778;0.008070414;0.009475277;0.007625021;0.009765838;0.008734966;0.010024861;0.009241166;;0.009659739;0.008799665;;;;;86;
;;88;0.008759495;0.008988785;0.009681364;0.008753983;0.009843844;0.007654285;0.010298944;0.00845332;0.009705786;0.008837604;0.009786907;0.008576613;0.009223863;0.007756337;0.009208194;0.00780452;0.009655775;0.008701287;0.009792581;0.00888134;;0.009595675;0.008440807;;;;;88;
;;90;0.009848406;0.010156651;0.010823691;0.010502539;0.010390579;0.012539068;0.010702849;0.00980276;0.010898815;0.009783058;0.010703129;0.00988232;0.010497399;0.008768149;0.010659783;0.008617092;0.010758738;0.009629271;0.010606562;0.010090802;;0.010588995;0.009977171;;;;;90;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
experiment 1;surface flight 4%;sample 3;1;;2;;3;;4;;5;;6;;7;;8;;9;;10;;;combined;;;;experiment 1;surface flight 4%;sample 3;
;;grader;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;;nucelous ;myotubes;;;;;;
;;-90;0.01157172;0.010964527;0.011139516;0.011375995;0.011068497;0.013259255;0.011258721;0.011107822;0.011467967;0.011020701;0.011916989;0.011150474;0.01072718;0.010262714;0.011059048;0.010088486;0.011420205;0.011205874;0.011364426;0.01096066;;0.011299427;0.011139651;;;;;;
;;-88;0.010401719;0.010656123;0.010358509;0.01081753;0.010489279;0.010232164;0.010163938;0.009776795;0.01036341;0.009464903;0.010870388;0.010192252;0.00989732;0.009210321;0.010413043;0.009340894;0.010440146;0.009091891;0.010411686;0.009606911;;0.010380944;0.009838978;;;;;;
;;-86;0.010512345;0.010916365;0.010648627;0.010708548;0.010253692;0.011617716;0.010375589;0.010355985;0.010545269;0.009969702;0.010941824;0.010546245;0.010264307;0.00896464;0.010363258;0.009606245;0.01083226;0.01020317;0.010672798;0.009711966;;0.010540997;0.010260058;;;;;;
;;-84;0.010537131;0.010540811;0.010498061;0.010991079;0.010293221;0.011482896;0.010212927;0.009910281;0.010118889;0.00998685;0.010996081;0.011053735;0.009957312;0.009050048;0.010599776;0.009608053;0.010752997;0.010087337;0.010752237;0.009919349;;0.010471863;0.010263044;;;;;;
;;-82;0.010630083;0.010484718;0.010449015;0.011150876;0.010376474;0.01193413;0.010908316;0.010755736;0.010119101;0.010461234;0.010675955;0.011127152;0.010218254;0.009074437;0.010525079;0.00964809;0.010729285;0.010573584;0.010621875;0.010165715;;0.010525344;0.010537567;;;;;;
;;-80;0.010907905;0.010350627;0.010551693;0.011305293;0.010667038;0.011268447;0.010671028;0.01040499;0.010577345;0.010316719;0.010591056;0.010830518;0.01085604;0.009309539;0.010506407;0.010106851;0.01099538;0.010075515;0.010536278;0.009922319;;0.010686017;0.010389082;;;;;;
;;-78;0.010953287;0.010420269;0.010388646;0.011573733;0.010346192;0.011092777;0.010685632;0.01119003;0.010557597;0.010218734;0.010887871;0.010502793;0.010895175;0.009472409;0.010521358;0.0100619;0.010816794;0.010167566;0.010712203;0.010350948;;0.010676476;0.010505116;;;;;;
;;-76;0.010563774;0.010113626;0.010694637;0.012206329;0.010045451;0.010593116;0.010585317;0.011927456;0.009936047;0.010154221;0.010564473;0.010532266;0.01015363;0.009333052;0.010446314;0.009701516;0.010697936;0.009709474;0.010653362;0.010128604;;0.010434094;0.010439966;;;;;;
;;-74;0.010399208;0.010286713;0.010916047;0.012415144;0.010270818;0.01059197;0.010739139;0.012460816;0.010281468;0.010506909;0.010500833;0.010276628;0.010261529;0.009490193;0.010224512;0.010036025;0.010921998;0.010343304;0.01057016;0.010407692;;0.010508571;0.010681539;;;;;;
;;-72;0.010721484;0.010400083;0.011264295;0.01292308;0.009991524;0.010068743;0.010467278;0.012690581;0.010327746;0.010207157;0.010782378;0.010666345;0.010518899;0.009519427;0.010281959;0.009825514;0.011138941;0.010415077;0.010662997;0.010301556;;0.01061575;0.010701756;;;;;;
;;-70;0.010789373;0.01029347;0.010529408;0.013443535;0.01035818;0.010194757;0.010350067;0.013100372;0.010446826;0.010592682;0.010793851;0.010453437;0.01014678;0.009371036;0.010320091;0.009833132;0.010793371;0.010623646;0.010474829;0.010063362;;0.010500278;0.010796943;;;;;;
;;-68;0.010576252;0.01029128;0.010647696;0.01442609;0.010015984;0.009898818;0.010664696;0.012581485;0.010191411;0.010455201;0.01111568;0.01024741;0.010087237;0.0095913;0.01052843;0.010169955;0.010796629;0.010698922;0.010537321;0.010420504;;0.010516134;0.010878097;;;;;;
;;-66;0.010920004;0.010383177;0.010484085;0.014574825;0.010322474;0.009763251;0.010877427;0.013046556;0.010525539;0.010470242;0.011020906;0.010532212;0.010664796;0.009610152;0.010402203;0.009995082;0.010973914;0.010878637;0.010735324;0.010317105;;0.010692667;0.010957124;;;;;;
;;-64;0.010251869;0.010309094;0.010179955;0.014267552;0.010462758;0.00993552;0.010781341;0.013437573;0.010544637;0.010596252;0.010828627;0.010692328;0.010783563;0.009953052;0.01055821;0.010162562;0.010821811;0.011104757;0.010413098;0.010445126;;0.010562587;0.011090382;;;;;;
;;-62;0.010543647;0.010211669;0.010554722;0.01354214;0.010336527;0.01002589;0.010548731;0.013751804;0.01052798;0.01057031;0.010720964;0.010682354;0.010259021;0.010276709;0.010485526;0.010378458;0.010582883;0.010841165;0.01057818;0.010212507;;0.010513818;0.011049301;;;;;;
;;-60;0.010868636;0.010497319;0.010523227;0.012856077;0.010201933;0.010456677;0.01071448;0.013340376;0.010598973;0.011211363;0.010671237;0.010274011;0.010368694;0.010834211;0.010477431;0.010655201;0.010930369;0.010586912;0.010916217;0.010679219;;0.01062712;0.011139137;;;;;;
;;-58;0.0109531;0.010572643;0.010363082;0.012952446;0.010193708;0.010197698;0.010575059;0.014431538;0.010635324;0.01137629;0.010458164;0.010190107;0.010470798;0.010163274;0.01029501;0.010287249;0.011158833;0.01059754;0.010802498;0.010585316;;0.010590558;0.01113541;;;;;;
;;-56;0.011056279;0.010294687;0.010459436;0.012669391;0.010215905;0.010474673;0.010501054;0.01449695;0.010477124;0.011102946;0.010817864;0.010438129;0.01067668;0.010126859;0.010767382;0.010280923;0.010690256;0.010561217;0.011069725;0.01079202;;0.010673171;0.01112378;;;;;;
;;-54;0.010774377;0.010286271;0.010449161;0.012702973;0.010309196;0.010677394;0.010653028;0.014239119;0.010439943;0.01027585;0.010705125;0.010334939;0.010611162;0.010181622;0.010826947;0.010770449;0.010907052;0.011096847;0.011184689;0.010531631;;0.010686068;0.01110971;;;;;;
;;-52;0.010620473;0.010674223;0.010682419;0.011966799;0.010261351;0.010882295;0.010942756;0.013235743;0.010749492;0.010410951;0.010565133;0.010637536;0.011126591;0.010793921;0.010870814;0.011285273;0.011114744;0.01123687;0.011417679;0.011066556;;0.010835145;0.011219017;;;;;;
;;-50;0.010797715;0.010519998;0.010709955;0.012606487;0.010763541;0.010764217;0.0106666;0.012806044;0.010546204;0.010583317;0.010545242;0.010376528;0.010769231;0.011047289;0.01055529;0.011252861;0.011537833;0.011007978;0.011099663;0.011345746;;0.010799127;0.011231047;;;;;;
