experiment 1;surface bulk 2%;sample 1;1;;2;;3;;4;;5;;6;;7;;8;;9;;10;;;combined;;;;experiment 1;surface bulk 2%;sample 1;
;;grader;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;;nucelous ;myotubes;;;;;grader;nucelous 
;;48;0.010298765;0.009944142;0.010940827;0.011401125;0.011880022;0.012367807;0.010583023;0.012284207;0.009721837;0.009721837;0.01043622;0.010429677;0.011436877;0.010252607;0.010782899;0.009822714;0.010721591;0.011161803;0.010416136;0.008703292;;0.01072182;0.010608921;;;;;;
;;50;0.010243694;0.009622827;0.01046348;0.011578462;0.012084638;0.012979435;0.010168231;0.01273491;0.0099572;0.0099572;0.010169304;0.011270717;0.011301024;0.010623257;0.01059591;0.010204622;0.010281776;0.011670232;0.012507851;0.008714855;;0.010777311;0.010935652;;;;;;
;;52;0.009967844;0.010056739;0.010547614;0.010618264;0.013027144;0.013072703;0.009663871;0.011893181;0.009274369;0.009274369;0.010351499;0.010376368;0.011275212;0.010335319;0.010842818;0.010868597;0.011097816;0.011501454;0.013168285;0.008359277;;0.010921647;0.010635627;;;;;;
;;54;0.010255081;0.010084166;0.010138419;0.009362563;0.011373749;0.012013121;0.009683419;0.011797326;0.00913247;0.00913247;0.010448258;0.010503615;0.011372496;0.010363529;0.010589349;0.010582708;0.010836243;0.009776767;0.011912821;0.00848374;;0.010574231;0.010210001;;;;;;
;;56;0.009842907;0.010610801;0.010398093;0.010151481;0.011252918;0.011595568;0.009443569;0.012626339;0.008714414;0.008714414;0.009905375;0.010958467;0.010861448;0.0101863;0.009870037;0.009425589;0.009993728;0.010526473;0.011181222;0.008811484;;0.010146371;0.010360692;;;;;;
;;58;0.010094034;0.01020203;0.010399316;0.009849343;0.010812508;0.010205754;0.009478305;0.011583875;0.008177232;0.008177232;0.009772149;0.010277725;0.010012305;0.010002249;0.010011483;0.009466184;0.009744232;0.010782341;0.01106461;0.008958493;;0.009956617;0.009950523;;;;;;
;;60;0.010880465;0.011010789;0.01105161;0.009336158;0.010879647;0.011000169;0.00936149;0.011699031;0.008219115;0.008219115;0.00963529;0.010769955;0.010264914;0.010193429;0.010476954;0.0093569;0.009262868;0.010438729;0.010740932;0.008968105;;0.010077329;0.010099238;;;;;;
;;62;0.01063019;0.01023947;0.010439791;0.009712637;0.010720143;0.011318038;0.008807402;0.011159674;0.007849497;0.007849497;0.009495547;0.010225146;0.010129002;0.009425024;0.010423693;0.008048555;0.009317006;0.009357051;0.010280993;0.008995485;;0.009809326;0.009633058;;;;;;
;;64;0.009929177;0.010704529;0.009922207;0.010060968;0.010860353;0.010875051;0.008617867;0.010759764;0.007831395;0.007831395;0.00919901;0.011058257;0.010212121;0.009937313;0.009850351;0.00858463;0.009165997;0.009765291;0.010721515;0.009481768;;0.009630999;0.009905897;;;;;;
;;66;0.009743183;0.010452886;0.010155366;0.01035355;0.011437067;0.010192002;0.008864554;0.010148682;0.007813008;0.007813008;0.009857354;0.011374087;0.00974046;0.009237213;0.00925281;0.00847091;0.008910272;0.010352355;0.010572473;0.009210372;;0.009634655;0.009760507;;;;;;
;;68;0.010820012;0.010356554;0.009369038;0.010446405;0.012247813;0.010347085;0.008915193;0.010095465;0.007693597;0.007693597;0.010362274;0.011515549;0.010213461;0.009495355;0.009263691;0.009128627;0.00987623;0.010019253;0.00988685;0.009270806;;0.009864816;0.00983687;;;;;;
;;70;0.009597046;0.010630525;0.009365214;0.01045502;0.011744908;0.010484924;0.00874205;0.010199393;0.007205116;0.007205116;0.010038145;0.010919938;0.009810574;0.008837074;0.008961677;0.008575192;0.009925319;0.009596061;0.009074131;0.009547555;;0.009446418;0.00964508;;;;;;
;;72;0.009326643;0.010659449;0.009137493;0.009700735;0.01158128;0.010551586;0.008414254;0.010084234;0.007037465;0.007037465;0.009878558;0.010448457;0.010228443;0.008800782;0.009354283;0.009785481;0.009389222;0.009963094;0.009820325;0.010518453;;0.009416797;0.009754974;;;;;;
;;74;0.009494789;0.011463987;0.008842828;0.008782995;0.011475935;0.010933457;0.008614211;0.010039638;0.007182702;0.007182702;0.009463133;0.010400452;0.009249138;0.008970391;0.009877049;0.010497832;0.009115159;0.009244535;0.010637165;0.010333893;;0.009395211;0.009784988;;;;;;
;;76;0.009464;0.011570305;0.009792365;0.009229348;0.010893478;0.010910847;0.008222367;0.010535332;0.007130243;0.007130243;0.009553783;0.010149706;0.008759276;0.008622622;0.010087089;0.009664721;0.009239144;0.008869139;0.010312779;0.010090652;;0.009345452;0.009677292;;;;;;
;;78;0.010178549;0.011689835;0.009942131;0.009482067;0.010289513;0.01088086;0.008315597;0.010690293;0.007477676;0.007477676;0.010267904;0.010511768;0.009416006;0.008716023;0.009373175;0.010390181;0.009281905;0.010061318;0.009201528;0.009932563;;0.009374398;0.009983258;;;;;;
;;80;0.01014322;0.012451239;0.009566361;0.009428406;0.009498919;0.010313232;0.008584859;0.011230069;0.006955829;0.006955829;0.009965062;0.009992331;0.009437808;0.008672117;0.009918367;0.009937554;0.009339469;0.010186361;0.009619358;0.00999683;;0.009302925;0.009916397;;;;;;
;;82;0.009673016;0.012601108;0.009772464;0.009936714;0.01073656;0.00988952;0.008837855;0.009571032;0.00684694;0.00684694;0.009669705;0.009902441;0.008633945;0.008676879;0.010026936;0.009755344;0.009055469;0.009888784;0.010389312;0.01065741;;0.00936422;0.009772617;;;;;;
;;84;0.009939752;0.011906607;0.010089393;0.010391162;0.010342664;0.009774521;0.008439451;0.009140079;0.007150472;0.007150472;0.009334853;0.010051312;0.008376856;0.008598018;0.008506431;0.009114767;0.009005872;0.009734496;0.009948167;0.011091895;;0.009113391;0.009695333;;;;;;
;;86;0.009116512;0.012005822;0.010001372;0.010025406;0.009438135;0.010070305;0.008339927;0.008999634;0.007492732;0.007492732;0.009284623;0.010153762;0.008384049;0.008404504;0.009074528;0.008321944;0.008615649;0.009760867;0.00895796;0.009988954;;0.008870549;0.009522393;;;;;;
;;88;0.008578138;0.010893531;0.009156217;0.009132428;0.008817458;0.010378349;0.008330255;0.008766382;0.007309768;0.007309768;0.009212301;0.008004075;0.008144827;0.008135231;0.008642448;0.00882358;0.008375563;0.0089778;0.010092999;0.00925217;;0.008665997;0.008967331;;;;;;
;;90;0.012740059;0.01511903;0.01109746;0.010683501;0.010478002;0.011316044;0.00958662;0.009041259;0.008495361;0.008495361;0.010869556;0.012731055;0.010437211;0.009508175;0.010196757;0.010498323;0.009668526;0.010517514;0.012156996;0.011999148;;0.010572655;0.010990941;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;big artefact on nucleous - consider omitting;;;;;;;;;;;;
experiment 1;encapsulated flight 4%;sample 2;1;;2;;3;;4;;5;;6;;7;;8;;9;;10;;;combined;;;;experiment 1;encapsulated flight 4%;sample 2;
;;grader;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;grader;nucelous ;myotubes;angle;myotubes;;;Rækkenavne;Sum af myotubes
;;-90;0.010917885;0.011427328;0.010899465;0.00992525;0.011779917;0.011516465;0.011939441;0.009640909;0.011512882;0.010231809;0.01098039;0.010834729;0.011429199;0.010505373;0.011334037;0.009734873;0.014325063;0.008775824;0.01281101;0.010080222;-90;0.011792929;0.0103;-90;0.0103;;;-90;0.010303838
;;-88;0.008506673;0.009538565;0.009541303;0.008359808;0.007900298;0.008874252;0.009291829;0.008565053;0.010313032;0.008160375;0.009814629;0.010145184;0.009556827;0.009640681;0.009061115;0.007952532;0.008160105;0.008028029;0.007571437;0.007766916;-88;0.008971725;0.0087;-88;0.0086;;;-88;0.008646455
;;-86;0.008994221;0.009803526;0.0090656;0.008361778;0.008318303;0.010219202;0.009405434;0.008510367;0.010581291;0.008324911;0.010225114;0.011005644;0.010130326;0.009639948;0.009362592;0.008409977;0.008045241;0.007944246;0.008224565;0.008115286;-86;0.009235269;0.0090;-86;0.0090;;;-86;0.008976663
;;-84;0.008916788;0.009520794;0.009324544;0.008253288;0.008782704;0.009833386;0.010574127;0.008622836;0.010252858;0.008135603;0.010232336;0.009443018;0.010237804;0.009544748;0.009512803;0.008488948;0.008105291;0.007887451;0.008737038;0.008113329;-84;0.009467629;0.0088;-84;0.0088;;;-84;0.008779024
;;-82;0.010015087;0.010031539;0.009910314;0.008481704;0.009578616;0.010062086;0.010289058;0.008827928;0.010558208;0.00832712;0.010046607;0.008887004;0.01015481;0.009653382;0.009342021;0.008323996;0.008520873;0.008231348;0.009335257;0.008715183;-82;0.009775085;0.0090;-82;0.0089;;;-82;0.008928484
;;-80;0.009913432;0.010012042;0.010768652;0.008549939;0.009527013;0.009301965;0.009749689;0.008772562;0.011026905;0.008504939;0.010170162;0.008868062;0.010489506;0.009464877;0.009569002;0.00838391;0.008842447;0.008207198;0.009370821;0.008299977;-80;0.009942763;0.0088;-80;0.0088;;;-80;0.008829619
;;-78;0.009770355;0.009313133;0.009766509;0.008497635;0.009259942;0.009073868;0.009121309;0.009056937;0.010604623;0.008883657;0.00989868;0.009281959;0.011021836;0.009882675;0.009686165;0.00891716;0.009198273;0.008424854;0.009231926;0.008262361;-78;0.009755962;0.0090;-78;0.0090;;;-78;0.009003707
;;-76;0.009430053;0.00922848;0.009738269;0.008534646;0.008989157;0.00902146;0.009272763;0.008994645;0.010140717;0.008974159;0.00963174;0.009075295;0.010598325;0.009794485;0.009645546;0.008900649;0.007898168;0.008428569;0.009062694;0.008447228;-76;0.009440743;0.0089;-76;0.0090;;;-76;0.008961188
;;-74;0.010018781;0.009462903;0.010686231;0.008503842;0.00957006;0.008981892;0.009638095;0.008854265;0.01015627;0.009716818;0.010074766;0.009636062;0.010248707;0.009681566;0.009734898;0.008479091;0.008016214;0.00856657;0.009041143;0.008126031;-74;0.009718517;0.0090;-74;0.0090;;;-74;0.009026465
;;-72;0.010110921;0.00934458;0.00991769;0.008489089;0.009854986;0.009301838;0.010158838;0.009271708;0.009997672;0.009771249;0.010350873;0.009398037;0.010285911;0.010012717;0.010227425;0.008338393;0.0084279;0.008380051;0.009294485;0.008186426;-72;0.00986267;0.0090;-72;0.0091;;;-72;0.009101218
;;-70;0.009836393;0.009583489;0.00978733;0.008480603;0.009563686;0.009524111;0.008968606;0.009231487;0.009840936;0.009689755;0.010161725;0.009384018;0.010534197;0.009788208;0.009912718;0.008392434;0.008346551;0.008330778;0.009405361;0.00851172;-70;0.00963575;0.0091;-70;0.0091;;;-70;0.009096886
;;-68;0.009521301;0.009407608;0.009651151;0.008751447;0.011340986;0.009974466;0.009876646;0.009840595;0.010666002;0.009550638;0.00997606;0.009229775;0.010317045;0.0097426;0.009833885;0.008594859;0.008698531;0.00848668;0.009724089;0.008773314;-68;0.00996057;0.0092;-68;0.0093;;;-68;0.009290494
;;-66;0.00990243;0.009298077;0.009373911;0.008531205;0.008703605;0.009600891;0.009549594;0.009204952;0.010232955;0.008896893;0.009984206;0.009508231;0.010116677;0.009876916;0.01000751;0.008347299;0.008335162;0.008595323;0.008488246;0.008352346;-66;0.00946943;0.0090;-66;0.0090;;;-66;0.009038349
;;-64;0.010608408;0.009509405;0.009565272;0.008394232;0.009869323;0.009870582;0.009681405;0.009002191;0.010214882;0.008290694;0.010400583;0.009757635;0.010508833;0.010321232;0.009724848;0.008532131;0.008325446;0.008659807;0.008508803;0.008563697;-64;0.00974078;0.0091;-64;0.0091;;;-64;0.009113298
;;-62;0.010523318;0.009116847;0.010298024;0.008774069;0.009434422;0.009722428;0.009161387;0.0088325;0.010976606;0.00783755;0.010977259;0.009376365;0.010470458;0.010182971;0.009494028;0.008528681;0.008058642;0.008666857;0.008831223;0.008875029;-62;0.009822537;0.0090;-62;0.0091;;;-62;0.009061899
;;-60;0.010259859;0.009264782;0.010310847;0.008690751;0.010841146;0.010008292;0.010310067;0.009020389;0.011092201;0.008126386;0.011661923;0.009855699;0.010165233;0.010316397;0.009663408;0.008635332;0.008172296;0.008710862;0.008711805;0.009006187;-60;0.010118879;0.0092;-60;0.0092;;;-60;0.009248917
;;-58;0.009435784;0.00939105;0.009521103;0.008575018;0.01154352;0.010676782;0.01082684;0.009226947;0.010791085;0.008470138;0.01073664;0.010597532;0.010430251;0.010334592;0.009622904;0.008858024;0.008208519;0.008570639;0.009095622;0.008774757;-58;0.010021227;0.0093;-58;0.0094;;;-58;0.009410566
;;-56;0.009485753;0.009586155;0.010413761;0.008719705;0.010106213;0.010858203;0.009972221;0.009372813;0.010894986;0.008888179;0.010334057;0.010832245;0.010450645;0.009899341;0.009763438;0.00872193;0.008113459;0.008739462;0.008624443;0.009219286;-56;0.009815898;0.0095;-56;0.0095;;;-56;0.009506706
;;-54;0.011054156;0.009654578;0.010898681;0.00892014;0.009249485;0.011893454;0.009909339;0.009259033;0.010449246;0.009592044;0.010226434;0.010492308;0.010842885;0.009778927;0.010063234;0.009069076;0.008892759;0.008961458;0.009700834;0.009958582;-54;0.010128705;0.0098;-54;0.0098;;;-54;0.009805373
;;-52;0.010751191;0.009535078;0.01020165;0.00881275;0.009199271;0.011110011;0.01018133;0.009272837;0.010758639;0.00930039;0.010559006;0.010876356;0.010915457;0.010205376;0.010298291;0.009427332;0.009094099;0.00932413;0.009878323;0.010774647;-52;0.010183726;0.0099;-52;0.0099;;;-52;0.009928755
;;-50;0.01125066;0.009680816;0.010624952;0.009104386;0.009213953;0.010419286;0.009714699;0.00943496;0.010973844;0.009254801;0.010728831;0.010728045;0.010752568;0.01034055;0.010993277;0.009015715;0.008350068;0.009748369;0.009536425;0.011569672;-50;0.010213928;0.0099;-50;0.0100;;;-50;0.009982971
;;-48;0.011702891;0.009602077;0.010531979;0.009048781;0.010676687;0.010765453;0.009700794;0.009868282;0.011329116;0.009400362;0.010858619;0.010820888;0.010274122;0.010268805;0.010387494;0.008885141;0.007912963;0.009756996;0.009373688;0.010998038;-48;0.010274835;0.0099;-48;0.0100;;;-48;0.010008758
;;-46;0.011148361;0.010340971;0.011236965;0.009211235;0.010804717;0.01098996;0.009819737;0.010100319;0.011895427;0.009929212;0.01055534;0.010341454;0.010366905;0.010489627;0.009947732;0.009269195;0.008651218;0.009318579;0.009817233;0.011856518;-46;0.010424364;0.0102;-46;0.0102;;;-46;0.010193046
;;-44;0.011114329;0.009905667;0.011650724;0.009443486;0.010342153;0.011122111;0.010393437;0.010744766;0.011612759;0.009891346;0.010027555;0.010347032;0.010583512;0.010762936;0.011169183;0.009242727;0.008850307;0.009396265;0.00998975;0.012044587;-44;0.010573371;0.0103;-44;0.0104;;;-44;0.010356863
;;-42;0.010833304;0.00985524;0.012644651;0.009757921;0.01002408;0.010466278;0.010440135;0.01036083;0.011650751;0.010102723;0.010596244;0.010702942;0.011075998;0.010885506;0.011238576;0.00907452;0.008989632;0.009690063;0.009336252;0.011559063;-42;0.010682962;0.0102;-42;0.0103;;;-42;0.010328281
;;-40;0.010325166;0.009815041;0.013122844;0.010107501;0.010540947;0.010667385;0.010305152;0.010661583;0.012119334;0.010653563;0.010613213;0.010533005;0.010768109;0.010713567;0.011055822;0.009388655;0.00928938;0.009746413;0.010844816;0.012162349;-40;0.010898478;0.0104;-40;0.0106;;;-40;0.01055325
;;-38;0.010266881;0.009869029;0.011862103;0.010653033;0.00913433;0.009789822;0.011055742;0.010901475;0.011288027;0.010598637;0.01030525;0.010397688;0.010470735;0.011076433;0.011157136;0.009909551;0.009402857;0.010250616;0.01111325;0.012084894;-38;0.010605631;0.0106;-38;0.0106;;;-38;0.010626778
;;-36;0.011102123;0.01064595;0.012223178;0.011152809;0.010541682;0.010207786;0.011415497;0.01019442;0.010388449;0.011557471;0.010533198;0.010038003;0.01101165;0.011120424;0.011145002;0.010318523;0.009595441;0.010645713;0.011033604;0.012373037;-36;0.010898982;0.0108;-36;0.0109;;;-36;0.010850717
;;-34;0.01005923;0.010232585;0.011759118;0.010449029;0.011664272;0.010141422;0.012370422;0.011592321;0.010560512;0.010374529;0.010697331;0.010271935;0.010540539;0.011579869;0.010177345;0.010046689;0.009592281;0.010518117;0.011240716;0.011502582;-34;0.010866177;0.0107;-34;0.0107;;;-34;0.010734267
;;-32;0.010988413;0.010269773;0.011992261;0.010806637;0.010279519;0.010316003;0.013124567;0.012374938;0.01040844;0.010731869;0.011142552;0.010299115;0.010544425;0.012195245;0.010621049;0.009977195;0.00986396;0.011287359;0.011739219;0.011797912;-32;0.011070441;0.0110;-32;0.0111;;;-32;0.011085671
;;-30;0.010983437;0.0111249;0.012540154;0.011093971;0.011513487;0.00956403;0.014242856;0.013042792;0.010539826;0.011006955;0.010999383;0.01031022;0.011103457;0.011891288;0.011347683;0.010175222;0.009910134;0.01187687;0.010932018;0.012048481;-30;0.011411244;0.0112;-30;0.0112;;;-30;0.011242107
;;-28;0.010730228;0.011346798;0.012156571;0.010914002;0.011041393;0.009573134;0.012495389;0.013037266;0.010544148;0.010487497;0.010862212;0.009828393;0.010889616;0.011038921;0.011483525;0.010516747;0.009541489;0.011760112;0.010487755;0.011141044;-28;0.011023233;0.0110;-28;0.0109;;;-28;0.010932035
;;-26;0.011514299;0.012048913;0.011672789;0.011498017;0.011347861;0.009787373;0.012621147;0.012899703;0.011063044;0.01139327;0.011685037;0.010491965;0.010802472;0.010942823;0.011586556;0.010917428;0.009375331;0.012710012;0.011064797;0.011468509;-26;0.011273333;0.0114;-26;0.0113;;;-26;0.011338243
;;-24;0.010342785;0.012334716;0.012951202;0.012509508;0.010829606;0.010263154;0.011863614;0.013437679;0.01122434;0.010944837;0.012008162;0.009540941;0.010932725;0.011288724;0.011461711;0.011674653;0.009535757;0.012344689;0.010870088;0.01107122;-24;0.011201999;0.0115;-24;0.0114;;;-24;0.01142774
;;-22;0.01161994;0.013839094;0.012441271;0.012420025;0.011828447;0.010759731;0.010877675;0.013627916;0.011192922;0.011218769;0.012972234;0.009874786;0.01105403;0.011153942;0.011913689;0.011569481;0.010537983;0.01258569;0.013231988;0.0108408;-22;0.011767018;0.0118;-22;0.0116;;;-22;0.011581816
;;-20;0.012158071;0.013861021;0.012639547;0.013244994;0.010902495;0.010558417;0.010850307;0.013459577;0.011440767;0.01179261;0.012717015;0.0099316;0.011331323;0.011342668;0.011893154;0.011822222;0.010092691;0.012093442;0.010672456;0.010485693;-20;0.011469783;0.0119;-20;0.0116;;;-20;0.011620101
;;-18;0.011256547;0.013832935;0.014602488;0.013763093;0.01164751;0.009804916;0.011844818;0.013956383;0.012219279;0.011915731;0.013392751;0.010502211;0.012146251;0.011789625;0.012451142;0.012840768;0.010475404;0.012365456;0.01091137;0.010749947;-18;0.012094756;0.0122;-18;0.0120;;;-18;0.011978289
;;-16;0.012164626;0.012157141;0.012769138;0.014837624;0.01159848;0.010326464;0.012004065;0.014231962;0.011797994;0.011392627;0.013381005;0.009915293;0.012137925;0.012046068;0.012708052;0.015340262;0.010918494;0.013086997;0.011193443;0.010883408;-16;0.012067322;0.0124;-16;0.0124;;;-16;0.012412803
;;-14;0.012799811;0.012284451;0.012346929;0.014981358;0.01493459;0.011439322;0.013083098;0.016055667;0.011625181;0.012192476;0.015240342;0.010079537;0.011633937;0.012025896;0.013025394;0.014776635;0.012733041;0.012780446;0.010884127;0.01061998;-14;0.012830645;0.0127;-14;0.0128;;;-14;0.012778196
;;-12;0.013059922;0.013112906;0.013877422;0.013911047;0.01754468;0.01244072;0.011248557;0.01483472;0.012277297;0.013584315;0.014348398;0.010771739;0.011719882;0.012524452;0.012937413;0.013511862;0.0133828;0.012575597;0.013130802;0.01178619;-12;0.013352717;0.0129;-12;0.0129;;;-12;0.012929336
;;-10;0.011665061;0.013260212;0.013327991;0.014255364;0.017329248;0.013722177;0.010732498;0.013726766;0.012230706;0.012785825;0.013398357;0.010315074;0.011415847;0.012811871;0.012599595;0.013517615;0.012202054;0.012196407;0.011482885;0.011811822;-10;0.012638424;0.0128;-10;0.0128;;;-10;0.012778135
;;-8;0.011363958;0.012800727;0.012677216;0.014691803;0.013195317;0.012807665;0.011324047;0.013902363;0.012040694;0.011667351;0.012957616;0.010858905;0.01147854;0.012215681;0.013195594;0.014197712;0.011154002;0.012474483;0.013447629;0.012353165;-8;0.012283461;0.0128;-8;0.0127;;;-8;0.012745259
;;-6;0.012213943;0.01168699;0.013672297;0.014178892;0.012742341;0.013591081;0.011841445;0.015315847;0.011987623;0.012461556;0.012146598;0.011540169;0.011639312;0.012734676;0.013765331;0.014486861;0.010416486;0.013510376;0.011481867;0.013364464;-6;0.012190724;0.0133;-6;0.0133;;;-6;0.013337465
;;-4;0.011387292;0.011444732;0.014003268;0.014790865;0.012562854;0.012448237;0.012828863;0.014758408;0.012037871;0.013932223;0.011685517;0.010584915;0.011519696;0.012625107;0.014684579;0.01517292;0.01040687;0.014034857;0.011501585;0.014826726;-4;0.01226184;0.0135;-4;0.0135;;;-4;0.01354361
;;-2;0.01014092;0.011081528;0.011331172;0.012940652;0.012000383;0.011588241;0.011562003;0.01270506;0.011590103;0.013462538;0.012007077;0.010107758;0.012087004;0.011538034;0.01421087;0.015439283;0.011091593;0.013981378;0.011478596;0.013952095;-2;0.011749972;0.0127;-2;0.0127;;;-2;0.012746501
;;0;0.014782857;0.014867935;0.015940259;0.01529284;0.018946789;0.015683174;0.015076296;0.014480511;0.014538265;0.014808285;0.014290894;0.010870597;0.015040784;0.013011626;0.016302949;0.018200974;0.015007695;0.015556691;0.019570504;0.017286525;0;0.015949729;0.0150;0;0.0151;;;0;0.015114095
;;2;0.012307544;0.010916312;0.012449482;0.011826054;0.011745976;0.012056339;0.011924891;0.011824119;0.010897578;0.012755991;0.011716805;0.010471918;0.011000648;0.01149845;0.013411146;0.016062797;0.011747071;0.015471338;0.009116417;0.014523239;2;0.011631756;0.0127;2;0.0128;;;2;0.0128122
;;4;0.012055191;0.011180578;0.013524643;0.012937742;0.011914057;0.013496172;0.012971569;0.012853196;0.011004178;0.013646317;0.011345994;0.010707856;0.011670673;0.012423847;0.013519991;0.016124017;0.011871605;0.015656984;0.014513433;0.017310171;4;0.012439133;0.0136;4;0.0138;;;4;0.013759544
;;6;0.011403166;0.011221558;0.013617362;0.012872056;0.012210807;0.013528017;0.012718869;0.013327071;0.011448072;0.013052044;0.011954395;0.01110696;0.012222041;0.012962208;0.013738345;0.016691015;0.010802364;0.014882639;0.014702389;0.016423775;6;0.012481781;0.0136;6;0.0137;;;6;0.013732757
;;8;0.011248327;0.011223647;0.012135178;0.012749533;0.012293703;0.014573877;0.012168489;0.013855939;0.011443742;0.013275263;0.012022989;0.010940905;0.012180404;0.013529671;0.013437687;0.0166996;0.011326243;0.014869146;0.014679065;0.014920843;8;0.012293583;0.0137;8;0.0138;;;8;0.013770836
;;10;0.012707401;0.012220041;0.012743373;0.012786475;0.01221037;0.015739748;0.011410579;0.016065042;0.011758906;0.013085793;0.012650016;0.011764391;0.012506612;0.013277908;0.012716602;0.015990891;0.011752622;0.015246853;0.015070793;0.014279666;10;0.012552727;0.0140;10;0.0141;;;10;0.014078949
;;12;0.012833575;0.012947765;0.012516728;0.012990726;0.011290017;0.013706726;0.013019173;0.015426411;0.012271511;0.012913376;0.012152931;0.012019722;0.012107576;0.013259849;0.012912803;0.015284943;0.01115966;0.014293665;0.014921706;0.01400563;12;0.012518568;0.0137;12;0.0136;;;12;0.013641962
;;14;0.011745125;0.012515568;0.012648832;0.01229493;0.010789864;0.012743492;0.013196292;0.015407906;0.01198766;0.012854165;0.011780174;0.012746035;0.01169374;0.012309648;0.01346679;0.015572445;0.010748037;0.013824682;0.014592096;0.013446754;14;0.012264861;0.0134;14;0.0133;;;14;0.013346492
;;16;0.01289098;0.013179839;0.013578132;0.013351641;0.012176126;0.012677209;0.013152471;0.014411292;0.012269729;0.013137725;0.01183307;0.013392677;0.012429032;0.011791848;0.013100074;0.015154514;0.010836439;0.012730531;0.014022593;0.013136924;16;0.012628865;0.0133;16;0.0132;;;16;0.013241323
;;18;0.012429083;0.012787788;0.012214434;0.013071906;0.011751291;0.013227636;0.012785587;0.012862987;0.011205014;0.013301133;0.012969207;0.013521437;0.012077208;0.011843967;0.012161874;0.015453125;0.011722794;0.013160115;0.014035848;0.013034202;18;0.012335234;0.0132;18;0.0132;;;18;0.013181174
;;20;0.012727505;0.012950715;0.011916535;0.012641871;0.011802228;0.01298549;0.012044261;0.012437496;0.011553543;0.012911769;0.01247186;0.012612476;0.011488245;0.01226824;0.01244051;0.014268133;0.010835529;0.013942882;0.014959517;0.013604107;20;0.012223973;0.0131;20;0.0130;;;20;0.012989644
;;22;0.012290453;0.013850356;0.011329797;0.012903127;0.012987238;0.012765866;0.01149575;0.012051903;0.011579887;0.013178088;0.011706751;0.01326278;0.011557174;0.011358138;0.012709752;0.014940317;0.013894823;0.013445162;0.014855471;0.014022303;22;0.01244071;0.0132;22;0.0130;;;22;0.013036839
;;24;0.011593313;0.012771719;0.010397025;0.012809433;0.012199759;0.012069403;0.011418315;0.011770635;0.0114489;0.013134102;0.010362868;0.012870317;0.011214859;0.011497458;0.012075001;0.014696364;0.011787059;0.013289613;0.015273053;0.014495205;24;0.011777015;0.0129;24;0.0128;;;24;0.012840955
;;26;0.012126719;0.012315462;0.009361387;0.01296386;0.010800425;0.012478067;0.012153623;0.011636586;0.011282947;0.012899205;0.011076488;0.012936892;0.011098314;0.012182512;0.010919489;0.014219999;0.013877537;0.01349529;0.013288246;0.013365502;26;0.011598518;0.0128;26;0.0128;;;26;0.012777643
;;28;0.012334717;0.011642616;0.009806057;0.01325304;0.011173089;0.011884362;0.011510064;0.011838441;0.011079824;0.012986767;0.010622407;0.012892112;0.011338404;0.011886007;0.011129144;0.014201107;0.011818019;0.0134281;0.01101598;0.012212364;28;0.011182771;0.0126;28;0.0126;;;28;0.012576507
;;30;0.012884162;0.011418689;0.010841255;0.013694659;0.012199229;0.012126393;0.012408574;0.011938663;0.011558201;0.014126818;0.011507862;0.013682103;0.011582411;0.011649726;0.011048174;0.013832811;0.014912648;0.013059572;0.011913107;0.012748029;30;0.012085562;0.0128;30;0.0129;;;30;0.012894434
;;32;0.011580888;0.010979941;0.011670973;0.013562498;0.011674011;0.012128703;0.012031071;0.011622048;0.011077046;0.014016168;0.01163622;0.013299107;0.01143527;0.011406497;0.011154664;0.013512422;0.013803907;0.013065496;0.012230173;0.012948388;32;0.011829422;0.0127;32;0.0127;;;32;0.012739075
;;34;0.01095227;0.010697967;0.012630457;0.013577448;0.010824208;0.011899694;0.010670816;0.011699473;0.010747949;0.013939039;0.012023224;0.013272028;0.011046097;0.011889268;0.01071296;0.012277579;0.014240637;0.01351969;0.011634436;0.012787845;34;0.011548305;0.0126;34;0.0126;;;34;0.012641037
;;36;0.011608104;0.011218126;0.011935224;0.013197928;0.011122976;0.011809487;0.011346434;0.01132853;0.010718269;0.014007012;0.012376497;0.012894915;0.010953332;0.011583376;0.009915612;0.01165476;0.016743128;0.013430566;0.012661099;0.013581985;36;0.011938068;0.0125;36;0.0125;;;36;0.012542663
;;38;0.011933628;0.010335249;0.011063621;0.013202852;0.011044975;0.011811545;0.01194842;0.011185074;0.010671222;0.013182563;0.011766936;0.012884905;0.010882414;0.011270455;0.010537646;0.011529623;0.018096307;0.012576355;0.011994233;0.01260842;38;0.01199394;0.0121;38;0.0122;;;38;0.012224573
